algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf,comittee_vote
0.040367619062488556,0.037934594427376615,0.561179341903423,0.06183273223746993,0.024582737466966573,0.3689930392773739,0.0033273395342430217,T
0.0599865712090873,0.5108484465622337,1.7533461396834125,0.061914877092688475,0.04374846719054111,0.811683014807245,0.06781172854388891,I
2.0458398755916045,3.6309233867437873,1.8167771830363457,0.05734049414825925,0.16546136128851818,2.3593595328476202,0.31949605413016485,D
0.04119618477984783,1.2896136956631363,2.2535609971973933,0.05918151105150451,0.02672436427230775,0.6753330103138135,0.19099778364240227,N
0.039335248693778226,0.43973452429167736,1.511834696301622,0.06799591987744895,0.024634111691168872,1.4678670791406276,0.28661546025473633,G
0.04561052992196266,0.3513830476706301,1.3760352979584898,0.06835241051044424,0.024593570302451254,0.5312053143307541,0.08145327765469043,S
0.042792104111252595,0.43050616888302595,0.4966301807010248,0.06298901275273426,0.024171210772673573,0.565887927049019,0.0008342199429747012,B
0.04629222534144312,0.07683543496513989,0.638705065740877,0.06070364024521214,0.02494094006966614,0.3027257823809749,0.0025748449672383183,A
0.03949988151477328,0.3303908125089832,0.4014496603530675,0.05720661418718107,0.023602368133143238,0.21496758609783562,0.3819579503736002,J
0.047070706111659345,1.1013214406357625,1.2700035061932315,0.061246866647843026,0.024882658020258307,1.1992134353314348,0.4051158209090134,M
0.043712435103782116,0.10426494487236228,0.9408086955761671,0.06878927071388644,0.02446338434075261,0.6526391883342471,0.14874284950506006,X
0.043247311129123604,1.4731302466157175,1.6504542459016487,0.05951776175137178,0.02454635132686129,1.2279843908810437,0.13834374402726227,O
0.04279368778168762,0.56139144568892,1.6900089698218828,0.06799784856085578,0.029864642193426084,2.0430614932496884,0.29692927826351495,G
1.3544073489764978,0.900048085420485,3.238405646288107,0.061008152180738844,0.10842035948214121,3.3186808530964482,0.15176853235618618,M
0.040424384078171824,0.22356103232829677,0.3879376404470795,0.06122348062862322,0.024171462047354455,0.4489574513797456,0.20836416285134537,R
2.046563258259477,2.8814191344613334,3.669765534145856,4.940750390103315,1.3100025000470759,5.648256452337156,1.232653919926674,Q
0.04029504908532055,0.019622997253981506,1.6183604416372073,0.05951776178922843,0.024175491971643787,1.526995090901582,0.3148074806626963,O
0.04779952162802546,2.8286239383231475,0.7344048576843115,0.0768367595547265,0.11925852822347957,0.5335950590460922,0.2129441518850402,C
0.04415069728251074,0.7493515456479813,0.9038459281326574,0.067832055189372,0.026098623849325944,0.5492297376857745,0.06323135407347974,T
0.044826479922112764,0.06253118459631708,0.5499682156746948,0.06170222355506782,0.02393988334928939,0.23447271301857187,0.003022322474010785,J
0.04234721184951766,0.031344726331000584,0.6552801948799042,0.06170222355506782,0.02580729781252209,0.5004730153774596,0.6798977970886485,J
0.04000720721854803,0.00982919958423588,1.823356857817063,0.06187233146357136,0.024034420568819204,1.2005784725808406,0.09255366602641206,H
0.04007828894679712,0.21014412816656877,1.7425571745436332,0.06835322110730874,0.025035455974959413,1.0279684194887444,0.19412516002806052,S
3.048568821955737,0.21009555743078112,1.522075491280692,0.06212112502029893,0.18697278735394043,1.0033548289429028,0.3643752961958926,O
0.04234721184951766,0.29785373735196474,0.9483614132669679,0.061670385341244846,0.026034751470093334,0.29891460678840326,2.9613005432365802e-05,J
0.04255615777096691,0.6330414278190828,0.9535613497237793,0.057254157521337376,0.034153662761514526,1.1973430106250997,0.11608025448432285,C
0.6158139285846053,1.2722486469037988,1.8088104570379697,4.2384088280968015,0.044296445882722434,1.8093597331485387,0.0873272590180362,M
