algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf,comittee_vote
0.07339513467254392,0.16782630138017582,1.1555283318259126,0.22903452026489593,0.05348642441701341,1.3021016117655724,0.2647777866628389,5
0.18655439401282156,1.8103358138399275,0.9652273366138959,0.23270381521618838,0.1278341135335152,0.6774764902781663,0.32076494279818163,5
0.3046168959310881,1.0989194525283095,0.9525973821572208,1.7824630539510644,0.6247210297754862,0.8252520127576227,0.35161148784288043,5
1.1270478348674604,1.0136287290289696,1.4293399504174542,1.8821590126036694,0.7869956682925762,1.264032443380084,1.3800905550256504,5
0.06980489904819506,0.21059303669822219,1.5649508947244277,0.2382185129781594,0.05411332984759091,1.3557826394334853,0.06060376793828309,5
0.12330547354165985,1.0325553162491463,1.2916914697243582,0.22906588364987573,0.09453835411593539,1.0946676081518631,0.2993596352150254,5
0.13145230666145813,0.34931543195876863,0.6541244939523952,1.6476010532015757,0.1368953930263652,0.6814500423023688,0.3318962253563876,5
4.4050731660419995,4.391651910687877,2.586217248426216,3.434912454317475,5.288976051311921,2.9602299332676623,9.931653428593794,5
4.212332338396631,5.079749786186047,2.6511128291616766,3.555630378563958,4.998823774745428,2.731254027806938,11.376858251747644,6
0.07827064828932147,0.5046757618957688,0.9340513502695106,0.23403386880711174,0.04958702359774559,0.8678946872712402,0.2768565631945471,5
0.16103948000744556,0.448150897123889,0.6178296442660522,0.20839976452182768,0.2719047618469883,0.6039467558242475,0.3845592856360308,5
0.0684445104702617,0.249571823852469,0.9462279633782076,0.23172213115496368,0.05030838900850563,0.7974646973916216,0.3159111241137909,5
0.37345669407550586,0.47141934673696834,0.8362354934607601,2.4336611292169783,0.35564054126320205,0.9270644687155363,1.184484386233226,5
0.6351349077575037,1.0071001809158782,2.3938037991850036,0.24677349357300415,0.7034721513680553,2.6991257282176933,0.307124142124552,5
0.08241824937206764,0.3184486558401552,0.6126928311248997,0.20294394280655,0.06381236117686381,0.39650237114383297,0.31795036764375,5
0.08116454499548431,0.3017234431349164,0.5324210776239985,0.19384544272669824,0.05969147629253269,0.48746468621658884,0.34481228861855634,5
3.424604618910404,1.044840984286572,1.4639235966623219,3.5902126202962057,3.104688164724516,1.61729967066402,5.821520592284792,5
0.103618250199383,0.5847312388992376,0.7082789308173266,0.22921438490826732,0.1701527026768391,0.9388978630987852,0.32461243177251015,5
3.9662063473973372,1.0503981351777592,1.129169189831825,4.118939818384321,2.1523596905352433,1.3125247784733418,8.842857581078741,5
1.2286951319593442,1.1340461655272458,1.6262617694438646,1.9505750836511389,1.656855224184812,1.1341406216079593,1.3286301752589826,5
1.4705005334835695,1.7758488396847698,1.3729008721285518,1.8096887388005172,1.9079187226887726,1.4129565236087442,1.3316669867654456,5
1.4013172756768522,1.0265395931736885,0.7938028267750531,0.21807582790191046,1.0534316033423123,0.7208825295715399,1.1320051715933936,6
0.08418505062091326,0.5383831551559765,1.0039221852790845,0.4051056991700581,0.1070231794039894,0.9469656266604967,0.34873728695696027,5
0.11912871906195767,0.425551665554498,0.7250177361197756,0.2043176991805621,0.14514712326827006,0.6479631689064789,0.3375384971127557,5
0.6662863934155164,0.7653234029598716,1.3133391645341812,0.21529395517538474,0.9789808907343777,1.2237549524148645,0.3972469629538583,5
0.28168241294351826,0.8800042179707975,0.8510846044724387,0.2628997277148831,0.27437656085631895,0.859992965458405,0.35002659293339466,5
0.260898970781666,0.4259941420926408,1.1028201898872643,1.9170804459024293,0.42496145670754215,1.1642235285122828,1.3889808294461425,5
0.09460854068927131,0.554620750694812,1.0039221852790845,0.21601518992884386,0.09471457226969476,0.9262486834269235,0.37032436454431467,5
0.11918206891201095,0.654374700831945,1.1649563716527185,0.2039290557399103,0.2224134053796505,1.1022995664494832,0.13116287746158992,5
0.4785848070472175,1.0320482031730207,1.358448612475095,2.1042765375056574,0.9468263899598168,1.4090211296663457,2.810708537911222,5
0.5605476032873178,0.9611765747227007,0.7072589641083781,0.32443215631700273,0.24666735339605284,0.6468868423616819,0.3364878809771239,5
1.1583398086266041,0.8379406589794559,1.312296619334013,2.2356159960521813,0.6706338223184979,1.0562398662247314,0.3772350660131601,6
0.09016675998123978,0.2770092763693752,0.7240862749401914,0.23813185297832776,0.10568117659478407,0.4022987035726696,0.325268875364545,5
2.409412769109194,1.527786242263359,1.9407444505976785,0.2508496801374929,2.460996811387475,1.5520097286176553,1.272241222893269,5
0.40299225022171914,0.3929267369728672,0.5229043681303357,1.5323391171787986,0.3625827887959599,0.6262981169392502,0.3329194574043826,5
1.5821651308987656,1.5658578093795996,1.5734743348311075,1.8652032679419173,1.620729666564416,1.5191057215321762,1.4303148018674419,5
0.5959671178430701,0.7093688872179966,1.1644589750765937,1.8832925254094066,1.080300552705633,1.0768286392263602,2.4554101280550023,6
3.8730606524981392,2.05886670734296,1.5823396924477917,3.4985395051820305,4.004630097343659,1.8238640619006092,5.303034241325027,6
5.3539435239468895,4.138045235905847,1.5977806884776873,4.912499091061029,5.028284814481719,1.3642893204446214,7.6178070773307605,3
0.07958619962806779,1.3243175656841077,1.000093502333039,0.23837721463325676,0.07260598421694235,0.8091266593620229,0.32708161848934586,5
0.08492833194784832,0.3536772266044207,1.038127185739471,0.23638507386706864,0.08716456510487126,0.9678129725365383,0.28485803387841574,5
2.871274831906401,1.4794940697786714,1.4108518981401013,4.1006941071859755,1.8968405076777382,1.51475326351547,0.2684394524979373,5
0.7601374420943317,0.9233208539051115,1.3793864971109524,1.5081561781349269,0.4656424896644293,0.9251307147642469,0.9332716681542919,6
1.6782105413630473,1.7058559380989018,2.733676964237697,0.20712398775653912,1.4654203594292217,3.017888070416625,1.171270577352324,6
0.10427236002266736,0.2112868500027016,1.4645352857382752,2.281185817819719,0.169375403312789,1.6675910469736195,0.4807141026041033,5
5.857306465021433,1.6552411498228432,1.4652736492630671,4.312701395878767,6.043253106694029,1.6733110985147162,9.730935817984705,6
