wife_age,number_of_children_ever_born,wife_education_1,wife_education_2,wife_education_3,wife_education_4,husband_education_1,husband_education_2,husband_education_3,husband_education_4,wife_religion_0,wife_religion_1,wife_now_working_0,wife_now_working_1,husband_occupation_1,husband_occupation_2,husband_occupation_3,husband_occupation_4,standard_of_living_index_1,standard_of_living_index_2,standard_of_living_index_3,standard_of_living_index_4,media_exposure_0,media_exposure_1,contraceptive_method_used,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
24,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.6,1.0,0.71976401179941,0.6666666666666666,1.0,0.6052606399755766,0.5442876605744555,0.0,0.6797352342158859,1.0,0.8904109589041096,0.9984101748807631,0.9976591075347476,0.0035545023696682463,1.0,1.0,0.4444444444444444,0.4509392020938629,0.5252228425898716,0.7406198322031463,3
45,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.4,0.8901098901098901,0.288135593220339,0.5,0.38095238095238093,0.3816362149678313,0.32859394097293326,0.0,0.6797352342158859,1.0,0.511731843575419,0.9984101748807631,0.9367216912829424,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4485347427157773,0.5028735632183908,0.567788591591018,1
43,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.4,0.967032967032967,0.288135593220339,0.5,0.7142857142857143,0.5799251859160199,0.5166064963139319,0.0,0.6797352342158859,1.0,0.9106145251396648,0.9984101748807631,0.9976383763837638,0.001184834123222749,1.0,1.0,0.4444444444444444,0.45463135343195327,0.6265328874024526,0.7042005998114,2
42,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.4,0.978021978021978,0.288135593220339,0.5,0.7142857142857143,0.511242260755798,0.4535448806881121,0.0,0.6797352342158859,0.0,0.47482014388489213,0.9968203497615262,0.9581961345740874,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4514598130730764,0.5382716049382715,0.5352809669441463,1
36,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.6,1.0,0.71976401179941,0.6666666666666666,0.6190476190476191,0.5893428967254177,0.5285299685061611,0.0,0.6797352342158859,1.0,0.6074270557029178,0.9984101748807631,0.9784130688448075,0.0,1.0,1.0,0.4444444444444444,0.45678988185837516,0.6061317677756034,0.7255286889985735,3
19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.7,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.6184386644910522,0.5090135011658374,0.0,0.6797352342158859,0.0,0.4452054794520548,0.9968203497615262,0.9886411442995372,0.0,1.0,0.9791666666666667,0.4317460317460317,0.4449152919699906,0.46844319775596066,0.5200387639006367,3
38,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.6,0.945054945054945,0.288135593220339,0.5,0.8095238095238095,0.5848585230339158,0.5247614879795139,0.0,0.6797352342158859,0.6666666666666666,0.4130434782608696,0.9968203497615262,0.9762532981530343,0.0,0.9968203497615262,1.0,0.4444444444444444,0.45849809436765976,0.6521739130434783,0.5029477844481074,1
21,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.8,0.989010989010989,0.527027027027027,1.0,0.6190476190476191,0.5785573974050118,0.5184407551571034,0.0,0.6797352342158859,0.6666666666666666,0.27835051546391754,0.9968203497615262,0.9701450099516633,0.0,0.9984101748807631,1.0,0.4444444444444444,0.44687122380446914,0.4896152536601974,0.6739977152602448,3
27,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.3,0.967032967032967,0.71976401179941,0.6666666666666666,0.6666666666666666,0.6119317797596293,0.5504724199591988,0.0,0.6797352342158859,0.5,0.5,0.9984101748807631,0.9976825028968713,0.001184834123222749,0.9904610492845787,1.0,0.4444444444444444,0.452655585323462,0.5664160401002506,0.6128490351645308,3
45,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.2,0.6263736263736264,0.288135593220339,0.5,0.2857142857142857,0.37153059646906117,0.31883793591611964,0.0,0.6797352342158859,0.25,0.4590717299578059,0.9904610492845787,0.8382946518668012,0.001184834123222749,0.9888712241653418,1.0,0.4444444444444444,0.45170866170866186,0.579047619047619,0.3151775734130736,1
38,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.3,0.6263736263736264,0.288135593220339,0.5,0.2857142857142857,0.3715308331355295,0.3188381644535362,0.0,0.6797352342158859,0.0,0.48974668275030153,0.9936406995230525,0.8358980990559939,0.0,0.9952305246422893,1.0,0.4444444444444444,0.4515974788152209,0.574002574002574,0.31366908008995054,1
42,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.7,0.978021978021978,0.288135593220339,0.5,0.6666666666666666,0.4242400177983635,0.3696856388814121,0.0,0.6797352342158859,0.5,0.9162393162393162,0.9984101748807631,0.9868562231759657,0.001184834123222749,0.9984101748807631,1.0,0.4444444444444444,0.4522534638667272,0.5573192239858907,0.5247010841500075,1
44,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.4,0.8461538461538461,0.10526315789473684,0.6666666666666666,0.2857142857142857,0.6498248679746491,0.5072457752823494,0.0,0.6797352342158859,0.0,0.19753086419753085,0.9952305246422893,0.9904059040590406,0.0,0.9968203497615262,1.0,0.4444444444444444,0.44710613101612057,0.495253026739831,0.39156066184334837,1
42,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.5,0.8901098901098901,0.288135593220339,0.5,0.3333333333333333,0.5522156021663738,0.4721996546218242,0.0,0.6797352342158859,1.0,0.8011611030478956,0.9984101748807631,0.9591410677005666,0.001184834123222749,1.0,1.0,0.4444444444444444,0.44809501036186844,0.518986131037781,0.3396309110226381,1
38,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.7,0.978021978021978,0.288135593220339,0.5,0.6190476190476191,0.61919197103996,0.49635630552672094,0.0,0.6797352342158859,0.3333333333333333,0.5252225519287834,0.9984101748807631,0.9760263709919089,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4515974788152209,0.574002574002574,0.5291839210580578,1
26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.2,0.978021978021978,0.020618556701030966,0.16666666666666666,0.19047619047619047,0.3739975428574476,0.3212199913650412,0.0,0.6797352342158859,0.0,0.47418051189941623,0.9936406995230525,0.8482374287195438,0.0,0.9936406995230525,0.9791666666666667,0.4317460317460317,0.4483962123202631,0.5519852861625013,0.3484230069655099,1
48,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.989010989010989,0.288135593220339,0.5,0.5238095238095238,0.3715305973745141,0.3188379364509132,0.0,0.6797352342158859,0.0,0.412621359223301,0.9809220985691574,0.794405960005228,0.0,0.9904610492845787,1.0,0.4444444444444444,0.45241938097922924,0.6265328874024526,0.3964254195193726,1
39,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.6,0.945054945054945,0.288135593220339,0.5,0.8095238095238095,0.5476254068814446,0.4887576665746848,0.0,0.6797352342158859,0.6666666666666666,0.6272493573264781,0.9984101748807631,0.9805994112924806,0.0,1.0,1.0,0.4444444444444444,0.4578806024110605,0.6521739130434783,0.69480781722591,3
37,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.7,1.0,0.71976401179941,0.6666666666666666,0.5714285714285714,0.5164397121448815,0.4586266914274316,0.0,0.6797352342158859,0.6666666666666666,0.8832,0.9984101748807631,0.9806366047745358,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4561022927689596,0.5896296296296296,0.6906166365645532,1
