algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf,comittee_vote
1.7026222455072397,3.4758009693093697,1.8924637702322178,1.7151849046793353,2.030226239528008,1.7168413804144544,1.3832624324720628,5
2.003064441349489,1.936038109727873,1.8911031761005843,2.72630484853668,1.4619585515762539,1.8466399512075797,1.6518970644187991,5
2.267873929837329,1.7400494895337022,1.905833333275293,1.698086317800303,2.5075971866565068,2.149939339260835,2.7159286874079265,7
2.2438665223518908,1.6704552114574367,1.7716131508778672,2.152833768924133,1.9088108000202988,1.739899333492264,2.0280789240137103,4
1.8243919687303796,1.7901937867385187,1.8817949735323598,2.425241697339494,2.185766835376676,2.0178180333081053,1.642599771702245,8
2.9184394548373014,1.8321434507340815,1.9523252225798193,1.698086317800303,1.8208108596731702,1.9067873304294773,1.7236408359166355,4
1.7928041926803675,1.9669890985665806,1.8599131822947403,1.8776799429180056,1.4390038838800698,2.2878584704810327,1.9424293060383861,7
1.7026222455072397,3.4758009693093697,1.8010089020772346,1.7151849046793353,2.3768812691327494,0.857057726709247,1.0000513788574534,5
1.6811223405142304,1.7770664437780783,1.85793635108255,1.8434474953311881,2.00482325213692,1.9576188547297613,1.6518970644187991,7
1.9695096292645042,1.798279767789366,1.768018593344246,1.698004495790378,2.5441257543550035,2.1315228396898895,1.9878499721213376,4
2.1134434603525882,2.0068822456599125,2.3940890829423602,2.1821146076687166,1.8422878898598858,2.080664308665081,3.0528381564613745,8
1.3770163000628206,1.5361854569404516,2.774992098172669,1.6129580086766606,1.4476301340611815,2.8070241827013334,2.2367487460175126,5
2.516255404172752,1.9744256736040093,1.6687357121839257,2.2842943477199467,1.788598120232693,1.6310036632529774,2.1299803533105415,7
1.6204239698886311,1.3375209054195067,1.8624967223795865,2.1252976108272637,1.910131414345296,1.3949818045729256,2.221334795664621,7
2.1806854409588663,1.8085460272933496,2.3029351566795206,1.8927738061920043,2.645101506269473,2.0741653004910114,2.278438270757191,7
3.3380546812802607,2.0165743874060533,2.0871759633451936,1.5495457725552402,2.3390932091464007,2.1338572481552536,2.0904375040015877,9
1.8449284952128167,1.3447714770218755,1.3997785735788375,2.152865950076366,2.6546174647782395,1.446684915901707,1.9561126225475556,6
2.2710498264881394,2.1401367019027853,2.767728139691348,1.4728807410204323,2.5261578606047403,1.3671714183455463,2.0728386285052567,9
2.0859459970641234,1.9696632097533429,2.011898793328294,1.843962436967009,2.6211141337664596,1.921070883297621,1.989729389045384,3
1.783752360590233,1.7422277442120206,2.07679335175407,1.6129584541497821,2.279926885462523,1.5888287618911403,1.8522228486353058,4
2.1822703055442587,2.271926653056013,2.3701295207752056,2.2258021342139225,2.0540113166400302,2.0450877643908365,2.246808426803895,9
1.8994473042188378,1.393334468667297,1.782181621955496,1.8565075592770164,1.467712915209557,1.326729766885553,2.366676234983021,7
1.897002160083208,1.8333287559447202,2.145595536419951,1.7031692197405262,2.198089200463652,1.782661356356369,2.133615737584693,6
1.9798387025470074,2.199444365960715,1.7240961344991566,2.071321953983461,1.3015879021269487,1.0490209110911957,2.0938014636313578,7
1.8198279436738927,1.666235140506858,2.0168852566582682,1.6623331301256745,1.3170130668473505,2.406822482190098,1.7978414508614073,4
1.803149935860669,1.9010676033407619,1.7400366797788804,1.8439688049043776,1.6026898727325962,1.559893555515747,2.067335029152303,5
2.0890588272243726,1.8933561048916905,1.83849145462856,2.4348073102414913,1.9031242265842638,2.1328820872089476,1.9677695573014249,4
1.8313777857867684,1.900301268255788,1.6151190044082044,2.0821329978332064,2.2050712502902825,1.8464267009506532,2.506001249833705,5
1.9094282107463052,1.3714059117942943,2.0387425520432054,2.8367166633193066,1.697842650560996,2.0523509197741983,1.9673637551811698,7
2.4051842111187334,1.4931599650818195,1.7825261595495117,2.2791028032980685,1.8454339096149457,1.8761607771375286,1.9851336475082053,9
2.041472891783181,1.7020810662428765,1.6362502294354573,2.6745935901089326,1.7137803664172453,1.9857597831934504,1.5176010233986248,5
1.8322207552973109,1.9914656266127595,1.932640907963392,3.249267545142054,2.309462755679472,1.7392107005990014,1.5947728946543276,8
1.9461089370491977,1.9196707915866058,2.1508268551592713,1.6980051892513555,1.6357336087330054,1.947787033171057,2.28075094883408,4
1.9061218390815597,1.9983858058838766,1.5008573958008797,3.2496635258585482,1.8055471604961388,2.0313440273905967,1.8824650999608392,4
1.6798770409481472,2.1399017423909084,2.1114723065495227,2.203056843156039,2.451142925462218,2.7392435293878146,1.6170449515724103,5
1.8453442387773356,1.9015204093787827,1.5319691331717815,2.24644639263377,1.9008174479123257,2.446650315831995,2.1190105572533158,4
2.305220823035854,2.0660889966763505,1.8035815452345834,1.9217450676683039,1.906528939276864,1.4709589598493245,1.7658109617390505,7
1.8643184481234008,1.8271441037381104,2.145245432022419,2.3578044600777,2.0538014295020433,2.121816835944651,1.9641448627857405,7
1.4253866696556554,1.1872142970467043,1.4090190133585627,2.3387625631091797,1.696591936502404,2.18761554862837,2.0193359390507037,5
2.2613326158047706,1.8156715645730876,1.6972603868977147,2.2030348495632204,1.0754995914131258,2.290235288856561,2.0193359390507037,6
1.726333532807227,1.5194440684416877,2.139939322035156,2.152865950076366,2.0845972743393215,3.1987314292483595,1.3911269142649472,6
2.099033284583878,1.5194440684416877,1.8021044869325498,2.152865950076366,2.1882203379448697,2.5893538591968808,1.8977923987933556,4
1.8576841904764012,1.5191394380290841,1.9128452318494331,1.7213103161610972,2.0196835660753685,2.1633066246868147,1.8330785714661777,7
2.2336641725727957,1.7737971645595667,1.71101351354767,1.7129688099345126,1.9136167737997807,2.01777115214925,1.90345745150467,7
2.240925581252194,2.1002889104253737,1.885520043018788,0.8919783364402798,2.1167536674427567,1.7892430005496553,1.8988017531107304,5
2.6034061883567694,1.4819519159586068,1.7081290802748215,1.8381708516983901,2.137702307576703,1.3392726318254093,4.719746697100043,5
2.2622253465998425,1.4680142491229633,1.4186924342544434,1.95579441746201,1.5235899547553693,1.286015755271764,1.4206338402822094,4
0.8020981061968152,2.2510792169062044,1.5329195731713843,2.4976295166211915,2.1939872396708098,1.077133514412844,1.6710899766730258,5
1.6749959928862241,1.9207904509822842,1.5884770211073778,1.9364778883307818,2.0196835660753685,1.9983945124017382,1.7994932241146162,4
1.9637167236763144,1.8706179393948381,1.839122541187191,1.7395539941140634,1.361685198334909,2.021841870501359,1.660519499278053,7
1.4056579068438875,1.7795976775529698,1.5995091929691392,1.6980044959041742,1.4760831536606076,1.680182940873888,2.5401857924631583,6
1.5037282753218788,1.9943639111609912,1.7208134932147727,1.7680168247187638,1.48679288479031,1.4792473956204597,1.8961007788199598,7
