fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
7.0,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6,0.7,0.9577464788732395,0.6886178861788618,1.0,0.5,0.6069218157488624,0.5494670207080781,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9352786957086123,0.0011111111111111111,0.9995450409463148,0.787878787878788,0.16250323089065524,0.2184921571402272,0.2633698179279363,0.8420756784584816,5
6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,0.6,0.8028169014084507,0.6886178861788618,1.0,0.42857142857142855,0.5167884029138943,0.39199597920871576,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9197972326383475,0.00037037037037037035,0.9990900818926297,0.9393939393939394,0.19537765652913403,0.2367953212577029,0.2736389121924355,0.8461720346486392,5
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6,0.2,0.9154929577464789,0.5240793201133145,1.0,0.42857142857142855,0.48850222700846,0.3851920775232841,0.0,0.6073397305022459,0.0,0.0,0.997270245677889,0.8927168384195187,0.0,0.9995450409463148,0.9696969696969697,0.20509380630361038,0.24206055471035356,0.2685190448427986,0.8750179460304368,7
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6,0.4,0.46478873239436624,0.4482158398607484,0.6666666666666666,0.5714285714285714,0.5372023666671182,0.47184592700987804,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9211660544201998,0.00037037037037037035,0.9990900818926297,0.9242424242424242,0.20932773922338607,0.23752803667510702,0.26130779823528016,0.8520278900762626,4
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6,0.4,0.46478873239436624,0.4482158398607484,0.6666666666666666,0.5714285714285714,0.5372023666671182,0.47184592700987804,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9211660544201998,0.0,0.9990900818926297,0.9242424242424242,0.20932773922338607,0.23752803667510702,0.26130779823528016,0.8560243072120961,8
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6,0.2,0.9154929577464789,0.5240793201133145,1.0,0.42857142857142855,0.48850222700846,0.3851920775232841,0.0,0.6073397305022459,0.0,0.0,0.997270245677889,0.8927168384195187,0.0,0.9995450409463148,0.9696969696969697,0.20509380630361038,0.24206055471035356,0.2685190448427986,0.853152599682773,4
6.2,0.32,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,6,0.8,1.0,0.6886178861788618,1.0,0.5714285714285714,0.5302794558806547,0.44473319952390833,0.0,0.6073397305022459,1.0,0.6327084274332924,0.9995450409463148,0.952864960548723,0.004074074074074074,1.0,0.9090909090909092,0.1945756981371539,0.23541285194397013,0.26720491400344554,0.8432852266848871,7
7.0,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6,0.7,0.9577464788732395,0.6886178861788618,1.0,0.5,0.6069218157488624,0.5494670207080781,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9352786957086123,0.0,0.9995450409463148,0.787878787878788,0.16250323089065524,0.2184921571402272,0.2633698179279363,0.7938122874997685,5
6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,0.6,0.8028169014084507,0.6886178861788618,1.0,0.42857142857142855,0.5167884029138943,0.39199597920871576,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9197972326383475,0.0007407407407407407,0.9990900818926297,0.9393939393939394,0.19537765652913403,0.2367953212577029,0.2736389121924355,0.83755316997259,7
8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11.0,6,0.6,1.0,0.5339216767788196,0.3333333333333333,0.6071428571428571,0.48721373715915184,0.35227175252407333,0.0,0.6073397305022459,0.5,0.46933362485561714,0.9990900818926297,0.9153955220867552,0.00037037037037037035,1.0,0.9545454545454546,0.19497419664760135,0.23795651891737332,0.2661395770032706,0.8581406016045616,4
8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,5,1.0,0.971830985915493,0.90292333149476,0.3333333333333333,0.21428571428571427,0.8096846773721228,0.6335001100648803,0.33712465878070974,0.7397151898734178,1.0,0.566712993412732,0.9993136582017845,0.8742391498699188,0.0,1.0,0.9242424242424243,0.190316169442287,0.2213711183581878,0.2658475290915021,0.8871695394379036,8
8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5,0.7,0.9577464788732395,0.7641427328111401,0.6666666666666666,0.5714285714285714,0.7247279292478961,0.6141091865131469,0.33712465878070974,0.7397151898734178,1.0,0.7322839792296021,0.9993136582017845,0.9505215768962121,0.0002906131938390003,1.0,0.9242424242424243,0.1993781111593218,0.2322258945993183,0.2668636835932924,0.8383579453161313,5
7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,0.6,0.8169014084507042,0.7641427328111401,0.6666666666666666,0.5357142857142857,0.8118471164709467,0.6289705816390636,0.33712465878070974,0.7397151898734178,0.0,0.49106535426729825,0.9979409746053535,0.8685077364790661,0.0,1.0,0.8939393939393939,0.19233829311111444,0.22697175470668726,0.2658254131451762,0.8583284778798195,7
6.6,0.16,0.4,1.5,0.044,48.0,143.0,0.9912,3.54,0.52,12.4,7,0.7,1.0,0.6662989520132377,0.3333333333333333,0.32142857142857145,0.6643456129094962,0.5340464916075055,0.5996360327570518,0.8427929767251939,1.0,0.5507318380791943,0.9988636363636364,0.8169833063787846,0.0,0.9988636363636364,0.9090909090909092,0.18837924750269097,0.23160512848011752,0.26911708080925373,0.8229492844186155,7
8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,0.5,0.47887323943661975,0.39186991869918697,1.0,0.42857142857142855,0.4706919246857879,0.41391950950355016,0.33712465878070974,0.7397151898734178,0.0,0.4468649395821077,0.997254632807138,0.8399951867541554,0.0,0.9993136582017845,0.7727272727272728,0.1713504899857966,0.21519316584719234,0.24998779878500382,0.8819174043958854,7
6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7,0.5,0.971830985915493,0.6662989520132377,0.3333333333333333,0.6785714285714286,0.7098247976924823,0.5799862355120239,0.5996360327570518,0.8427929767251939,0.4,0.5384396686669038,0.9988636363636364,0.8961682087801884,0.0014932802389248383,0.9977272727272727,0.9696969696969697,0.19124521886495685,0.23919131876140198,0.27545499755905045,0.8795105978055147,9
6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,1.0,0.9577464788732395,0.6886178861788618,1.0,0.4642857142857143,0.5857394216294332,0.4149260380765666,0.0,0.6073397305022459,1.0,0.6127737834456956,0.9995450409463148,0.9328951788562865,0.0007407407407407407,1.0,0.8939393939393939,0.16916506003941578,0.22115237064544618,0.26277715236364446,0.824497109063019,6
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,0.9,0.9014084507042254,0.9238830667402096,0.3333333333333333,0.35714285714285715,0.9093036553705608,0.6897709588164045,0.9203821656050956,0.9687372396896693,1.0,0.0,0.9885714285714285,0.8096283646922111,0.0,0.9942857142857143,0.8636363636363636,0.1697591680350301,0.2154564705784816,0.25798469458180534,0.8609240499288637,9
7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,6,0.5,0.8028169014084507,0.5339216767788196,0.3333333333333333,0.7142857142857143,0.5199969124751088,0.3861030180861046,0.0,0.6073397305022459,1.0,0.5027570441062432,0.9995450409463148,0.9140281756858157,0.0,0.9990900818926297,0.9393939393939394,0.1914767607800367,0.2339565191983361,0.2671529548877084,0.8697826364691057,3
