index,X,Y,label,true_label,r_min,r_med,relative_position,pseudo_probability,normalized_entropy
0,-82.79509246349335,590.9555875347626,1,0,1,1,1.0,0.5040673469832524,0.3534975794003305
1,17.204907536506653,516.8815134606884,1,0,1,1,1.0,0.5079100385314081,0.3533422731624427
2,-32.79509246349335,650.2148467940217,1,0,1,1,1.0,0.5063081367901658,0.35341913405986913
3,67.20490753650665,583.5481801273551,1,0,1,1,1.0,0.5101915072538632,0.35320287706254183
4,-57.79509246349335,561.3259579051329,1,0,1,1,1.0,0.505208307084855,0.35346187235172166
5,-7.795092463493347,627.9926245717995,1,0,1,1,1.0,0.5075007790509773,0.35336355820322546
6,10.954907536506653,605.7704023495774,1,0,1,1,1.0,0.508305526594095,0.35332062932161434
7,-39.04509246349335,509.47410605328105,1,0,1,1,1.0,0.5054978175096043,0.3534514141821786
8,60.95490753650665,642.8074393866143,1,0,1,1,1.0,0.5098449303364067,0.3532263188851204
9,-64.04509246349335,576.1407727199477,1,0,1,1,1.0,0.5049887899778012,0.353469424946985
10,35.95490753650665,553.9185504977255,1,0,1,1,1.0,0.5090280536781777,0.3532783586383842
11,-14.045092463493347,687.2518838310588,1,0,1,1,1.0,0.5066366506574187,0.3534047842231506
12,85.95490753650665,620.5852171643921,1,0,1,1,1.0,0.5106429489639694,0.3531711244649821
13,23.454907536506653,665.0296616088366,1,0,1,1,1.0,0.508400859508492,0.35331525397983754
14,-26.545092463493347,598.36299494217,1,0,1,1,1.0,0.5067746533752203,0.3533985387406104
15,-51.54509246349335,640.3383035841453,1,0,1,1,1.0,0.5055095312404738,0.3534509791294281
16,48.45490753650665,573.6716369174786,1,0,1,1,1.0,0.509565426670459,0.3532446324956776
17,-1.5450924634933472,551.4494146952563,1,0,1,1,1.0,0.5076144226671984,0.35335776121703233
18,0.7986575365066528,529.2271924730342,1,0,1,1,1.0,0.5074648508346014,0.35336537276015245
19,-49.20134246349335,662.5605258063674,1,0,1,1,1.0,0.5054168172623668,0.3534543972148192
20,50.79865753650665,595.8938591397008,1,0,1,1,1.0,0.5096910451139085,0.35323646707389045
21,25.798657536506653,655.15311839896,1,0,1,1,1.0,0.5085925820767281,0.35330425778437324
22,-24.201342463493347,588.4864517322934,1,0,1,1,1.0,0.5068702742422472,0.3533941358699336
23,75.79865753650665,566.2642295100711,1,0,1,1,1.0,0.5103189346133284,0.35319405392469305
24,13.298657536506653,632.9308961767379,1,0,1,1,1.0,0.5083098660253627,0.35332038597692494
25,-36.70134246349335,544.042007287849,1,0,1,1,1.0,0.5060592512584181,0.35342952046195286
26,63.29865753650665,677.3753406211822,1,0,1,1,1.0,0.5095247302564005,0.35324725495894893
27,-61.70134246349335,610.7086739545156,1,0,1,1,1.0,0.5051365030573065,0.3534643786042504
28,38.29865753650665,514.4123776582193,1,0,1,1,1.0,0.5086203976745458,0.3533026417974173
29,-11.701342463493347,647.7457109915526,1,0,1,1,1.0,0.5072146988254975,0.35337776501807394
30,88.29865753650665,581.079044324886,1,0,1,1,1.0,0.510704100953832,0.3531667172959926
31,7.048657536506653,692.190155435997,1,0,1,1,1.0,0.5073936351004162,0.3533689437457102
32,-42.95134246349335,625.5234887693304,1,0,1,1,1.0,0.5059917006976127,0.35343226729366795
33,57.04865753650665,536.6345998804416,1,0,1,1,1.0,0.5095229204568803,0.3532473713218286
34,-67.95134246349335,669.9679332137748,1,0,1,1,1.0,0.5044176777000644,0.35348755036798785
35,32.04865753650665,603.3012665471082,1,0,1,1,1.0,0.5090761398150461,0.3532754202057815
36,-17.951342463493347,504.5358344483428,1,0,1,1,1.0,0.5063304433533358,0.3534181827469192
37,82.04865753650665,637.8691677816761,1,0,1,1,1.0,0.5104560358922942,0.3531844383474245
38,-80.45134246349335,571.2025011150095,1,0,1,1,1.0,0.5041273124877099,0.3534959215075536
39,19.548657536506653,548.9802788927872,1,0,1,1,1.0,0.508404204050887,0.3533150642830391
40,-30.451342463493347,682.3136122261205,1,0,1,1,1.0,0.5060133819596411,0.3534313890184403
41,69.54865753650665,615.6469455594539,1,0,1,1,1.0,0.5102290612750413,0.3532002882124132
42,-55.45134246349335,526.758056670565,1,0,1,1,1.0,0.5049855490199815,0.35346953401701553
43,44.54865753650665,660.0913900038983,1,0,1,1,1.0,0.5091757214267998,0.3532692853134236
44,-5.451342463493347,593.4247233372316,1,0,1,1,1.0,0.5076560866264437,0.35335561407480526
45,3.923657536506653,586.0173159298242,1,0,1,1,1.0,0.5080199556258322,0.3533363637700737
46,-46.07634246349335,563.7950937076021,1,0,1,1,1.0,0.5057887086527895,0.3534403362320905
47,-71.07634246349335,630.4617603742687,1,0,1,1,1.0,0.5046034414609231,0.353481896365577
48,28.923657536506653,541.5728714853798,1,0,1,1,1.0,0.5086658411345946,0.3532999904467979
49,-21.076342463493347,674.906204818713,1,0,1,1,1.0,0.5065234680625375,0.3534098104474689
50,78.92365753650665,608.2395381520464,1,0,1,1,1.0,0.5104937376786496,0.35318177185667754
